level,SP,MaxSPClass0,MaxSPClass1,MaxSPClass2
1279,3169,0,0,0
1280,3171,0,0,0
1281,3173,0,0,0
1282,3175,0,0,0
1283,3177,0,0,0
1284,3179,0,0,0
1285,3181,0,0,0
1286,3183,0,0,0
1287,3185,0,0,0
1288,3187,0,0,0
1289,3189,0,0,0
1290,3191,0,0,0
1291,3193,0,0,0
1292,3195,0,0,0
1293,3197,0,0,0
1294,3199,0,0,0
1295,3201,0,0,0
1296,3203,0,0,0
1297,3205,0,0,0
1298,3207,0,0,0
1299,3209,0,0,0
1300,3211,0,0,0
1301,3211,0,0,0
1302,3214,0,0,0
1303,3217,0,0,0
1304,3220,0,0,0
1305,3223,0,0,0
1306,3226,0,0,0
1307,3229,0,0,0
1308,3232,0,0,0
1309,3235,0,0,0
1310,3238,0,0,0
1311,3241,0,0,0
1312,3244,0,0,0
1313,3247,0,0,0
1314,3250,0,0,0
1315,3253,0,0,0
1316,3256,0,0,0
1317,3259,0,0,0
1318,3262,0,0,0
1319,3265,0,0,0
1320,3268,0,0,0
1321,3271,0,0,0
1322,3274,0,0,0
1323,3277,0,0,0
1324,3280,0,0,0
1325,3283,0,0,0
1326,3286,0,0,0
1327,3289,0,0,0
1328,3292,0,0,0
1329,3295,0,0,0
1330,3298,0,0,0
1331,3301,0,0,0
1332,3304,0,0,0
1333,3307,0,0,0
1334,3310,0,0,0
1335,3313,0,0,0
1336,3316,0,0,0
1337,3319,0,0,0
1338,3322,0,0,0
1339,3325,0,0,0
1340,3328,0,0,0
1341,3331,0,0,0
1342,3334,0,0,0
1343,3337,0,0,0
1344,3340,0,0,0
1345,3343,0,0,0
1346,3346,0,0,0
1347,3349,0,0,0
1348,3352,0,0,0
1349,3355,0,0,0
1350,3358,0,0,0
1351,3360,0,0,0
1352,3362,0,0,0
1353,3364,0,0,0
1354,3366,0,0,0
1355,3368,0,0,0
1356,3370,0,0,0
1357,3372,0,0,0
1358,3374,0,0,0
1359,3376,0,0,0
1360,3378,0,0,0
1361,3380,0,0,0
1362,3382,0,0,0
1363,3384,0,0,0
1364,3386,0,0,0
1365,3388,0,0,0
1366,3390,0,0,0
1367,3392,0,0,0
1368,3394,0,0,0
1369,3396,0,0,0
1370,3398,0,0,0
1371,3400,0,0,0
1372,3402,0,0,0
1373,3404,0,0,0
1374,3406,0,0,0
1375,3408,0,0,0
1376,3410,0,0,0
1377,3412,0,0,0
1378,3414,0,0,0
1379,3416,0,0,0
1380,3418,0,0,0
1381,3420,0,0,0
1382,3422,0,0,0
1383,3424,0,0,0
1384,3426,0,0,0
1385,3428,0,0,0
1386,3430,0,0,0
1387,3432,0,0,0
1388,3434,0,0,0
1389,3436,0,0,0
1390,3438,0,0,0
1391,3440,0,0,0
1392,3442,0,0,0
1393,3444,0,0,0
1394,3446,0,0,0
1395,3448,0,0,0
1396,3450,0,0,0
1397,3452,0,0,0
1398,3454,0,0,0
1399,3456,0,0,0
1400,3458,0,0,0
1401,3458,0,0,0
1402,3461,0,0,0
1403,3464,0,0,0
1404,3467,0,0,0
1405,3470,0,0,0
1406,3473,0,0,0
1407,3476,0,0,0
1408,3479,0,0,0
1409,3482,0,0,0
1410,3485,0,0,0
1411,3488,0,0,0
1412,3491,0,0,0
1413,3494,0,0,0
1414,3497,0,0,0
1415,3500,0,0,0
1416,3503,0,0,0
1417,3506,0,0,0
1418,3509,0,0,0
1419,3512,0,0,0
1420,3515,0,0,0
1421,3518,0,0,0
1422,3521,0,0,0
1423,3524,0,0,0
1424,3527,0,0,0
1425,3530,0,0,0
1426,3533,0,0,0
1427,3536,0,0,0
1428,3539,0,0,0
1429,3542,0,0,0
1430,3545,0,0,0
1431,3548,0,0,0
1432,3551,0,0,0
1433,3554,0,0,0
1434,3557,0,0,0
1435,3560,0,0,0
1436,3563,0,0,0
1437,3566,0,0,0
1438,3569,0,0,0
1439,3572,0,0,0
1440,3575,0,0,0
1441,3578,0,0,0
1442,3581,0,0,0
1443,3584,0,0,0
1444,3587,0,0,0
1445,3590,0,0,0
1446,3593,0,0,0
1447,3596,0,0,0
1448,3599,0,0,0
1449,3602,0,0,0
1450,3605,0,0,0
1451,3607,0,0,0
1452,3609,0,0,0
1453,3611,0,0,0
1454,3613,0,0,0
1455,3615,0,0,0
1456,3617,0,0,0
1457,3619,0,0,0
1458,3621,0,0,0
1459,3623,0,0,0
1460,3625,0,0,0
1461,3627,0,0,0
1462,3629,0,0,0
1463,3631,0,0,0
1464,3633,0,0,0
1465,3635,0,0,0
1466,3637,0,0,0
1467,3639,0,0,0
1468,3641,0,0,0
1469,3643,0,0,0
1470,3645,0,0,0
1471,3647,0,0,0
1472,3649,0,0,0
1473,3651,0,0,0
1474,3653,0,0,0
1475,3655,0,0,0
1476,3657,0,0,0
1477,3659,0,0,0
1478,3661,0,0,0
1479,3663,0,0,0
1480,3665,0,0,0
1481,3667,0,0,0
1482,3669,0,0,0
1483,3671,0,0,0
1484,3673,0,0,0
1485,3675,0,0,0
1486,3677,0,0,0
1487,3679,0,0,0
1488,3681,0,0,0
1489,3683,0,0,0
1490,3685,0,0,0
1491,3687,0,0,0
1492,3689,0,0,0
1493,3691,0,0,0
1494,3693,0,0,0
1495,3695,0,0,0
1496,3697,0,0,0
1497,3699,0,0,0
1498,3701,0,0,0
1499,3703,0,0,0
1500,3705,0,0,0
1601,3705,0,0,0
1602,3708,0,0,0
1603,3711,0,0,0
1604,3714,0,0,0
1605,3717,0,0,0
1606,3720,0,0,0
1607,3723,0,0,0
1608,3726,0,0,0
1609,3729,0,0,0
1610,3732,0,0,0
1611,3735,0,0,0
1612,3738,0,0,0
1613,3741,0,0,0
1614,3744,0,0,0
1615,3747,0,0,0
1616,3750,0,0,0
1617,3753,0,0,0
1618,3756,0,0,0
1619,3759,0,0,0
1620,3762,0,0,0
1621,3765,0,0,0
1622,3768,0,0,0
1623,3771,0,0,0
1624,3774,0,0,0
1625,3777,0,0,0
1626,3780,0,0,0
1627,3783,0,0,0
1628,3786,0,0,0
1629,3789,0,0,0
1630,3792,0,0,0
1631,3795,0,0,0
1632,3798,0,0,0
1633,3801,0,0,0
1634,3804,0,0,0
1635,3807,0,0,0
1636,3810,0,0,0
1637,3813,0,0,0
1638,3816,0,0,0
1639,3819,0,0,0
1640,3822,0,0,0
1641,3825,0,0,0
1642,3828,0,0,0
1643,3831,0,0,0
1644,3834,0,0,0
1645,3837,0,0,0
1646,3840,0,0,0
1647,3843,0,0,0
1648,3846,0,0,0
1649,3849,0,0,0
1650,3852,0,0,0
1651,3854,0,0,0
1652,3856,0,0,0
1653,3858,0,0,0
1654,3860,0,0,0
1655,3862,0,0,0
1656,3864,0,0,0
1657,3866,0,0,0
1658,3868,0,0,0
1659,3870,0,0,0
1660,3872,0,0,0
1661,3874,0,0,0
1662,3876,0,0,0
1663,3878,0,0,0
1664,3880,0,0,0
1665,3882,0,0,0
1666,3884,0,0,0
1667,3886,0,0,0
1668,3888,0,0,0
1669,3890,0,0,0
1670,3892,0,0,0
1671,3894,0,0,0
1672,3896,0,0,0
1673,3898,0,0,0
1674,3900,0,0,0
1675,3902,0,0,0
1676,3904,0,0,0
1677,3906,0,0,0
1678,3908,0,0,0
1679,3910,0,0,0
1680,3912,0,0,0
1681,3914,0,0,0
1682,3916,0,0,0
1683,3918,0,0,0
1684,3920,0,0,0
1685,3922,0,0,0
1686,3924,0,0,0
1687,3926,0,0,0
1688,3928,0,0,0
1689,3930,0,0,0
1690,3932,0,0,0
1691,3934,0,0,0
1692,3936,0,0,0
1693,3938,0,0,0
1694,3940,0,0,0
1695,3942,0,0,0
1696,3944,0,0,0
1697,3946,0,0,0
1698,3948,0,0,0
1699,3950,0,0,0
1700,3952,0,0,0
1701,3952,0,0,0
1702,3955,0,0,0
1703,3958,0,0,0
1704,3961,0,0,0
1705,3964,0,0,0
1706,3967,0,0,0
1707,3970,0,0,0
1708,3973,0,0,0
1709,3976,0,0,0
1710,3979,0,0,0
1711,3982,0,0,0
1712,3985,0,0,0
1713,3988,0,0,0
1714,3991,0,0,0
1715,3994,0,0,0
1716,3997,0,0,0
1717,4000,0,0,0
1718,4003,0,0,0
1719,4006,0,0,0
1720,4009,0,0,0
1721,4012,0,0,0
1722,4015,0,0,0
1723,4018,0,0,0
1724,4021,0,0,0
1725,4024,0,0,0
1726,4027,0,0,0
1727,4030,0,0,0
1728,4033,0,0,0
1729,4036,0,0,0
1730,4039,0,0,0
1731,4042,0,0,0
1732,4045,0,0,0
1733,4048,0,0,0
1734,4051,0,0,0
1735,4054,0,0,0
1736,4057,0,0,0
1737,4060,0,0,0
1738,4063,0,0,0
1739,4066,0,0,0
1740,4069,0,0,0
1741,4072,0,0,0
1742,4075,0,0,0
1743,4078,0,0,0
1744,4081,0,0,0
1745,4084,0,0,0
1746,4087,0,0,0
1747,4090,0,0,0
1748,4093,0,0,0
1749,4096,0,0,0
1750,4099,0,0,0
1751,4101,0,0,0
1752,4103,0,0,0
1753,4105,0,0,0
1754,4107,0,0,0
1755,4109,0,0,0
1756,4111,0,0,0
1757,4113,0,0,0
1758,4115,0,0,0
1759,4117,0,0,0
1760,4119,0,0,0
1761,4121,0,0,0
1762,4123,0,0,0
1763,4125,0,0,0
1764,4127,0,0,0
1765,4129,0,0,0
1766,4131,0,0,0
1767,4133,0,0,0
1768,4135,0,0,0
1769,4137,0,0,0
1770,4139,0,0,0
1771,4141,0,0,0
1772,4143,0,0,0
1773,4145,0,0,0
1774,4147,0,0,0
1775,4149,0,0,0
1776,4151,0,0,0
1777,4153,0,0,0
1778,4155,0,0,0
1779,4157,0,0,0
1780,4159,0,0,0
1781,4161,0,0,0
1782,4163,0,0,0
1783,4165,0,0,0
1784,4167,0,0,0
1785,4169,0,0,0
1786,4171,0,0,0
1787,4173,0,0,0
1788,4175,0,0,0
1789,4177,0,0,0
1790,4179,0,0,0
1791,4181,0,0,0
1792,4183,0,0,0
1793,4185,0,0,0
1794,4187,0,0,0
1795,4189,0,0,0
1796,4191,0,0,0
1797,4193,0,0,0
1798,4195,0,0,0
1799,4197,0,0,0
1800,4199,0,0,0
1801,4199,0,0,0
1802,4202,0,0,0
1803,4205,0,0,0
1804,4208,0,0,0
1805,4211,0,0,0
1806,4214,0,0,0
1807,4217,0,0,0
1808,4220,0,0,0
1809,4223,0,0,0
1810,4226,0,0,0
1811,4229,0,0,0
1812,4232,0,0,0
1813,4235,0,0,0
1814,4238,0,0,0
1815,4241,0,0,0
1816,4244,0,0,0
1817,4247,0,0,0
1818,4250,0,0,0
1819,4253,0,0,0
1820,4256,0,0,0
1821,4259,0,0,0
1822,4262,0,0,0
1823,4265,0,0,0
1824,4268,0,0,0
1825,4271,0,0,0
1826,4274,0,0,0
1827,4277,0,0,0
1828,4280,0,0,0
1829,4283,0,0,0
1830,4286,0,0,0
1831,4289,0,0,0
1832,4292,0,0,0
1833,4295,0,0,0
1834,4298,0,0,0
1835,4301,0,0,0
1836,4304,0,0,0
1837,4307,0,0,0
1838,4310,0,0,0
1839,4313,0,0,0
1840,4316,0,0,0
1841,4319,0,0,0
1842,4322,0,0,0
1843,4325,0,0,0
1844,4328,0,0,0
1845,4331,0,0,0
1846,4334,0,0,0
1847,4337,0,0,0
1848,4340,0,0,0
1849,4343,0,0,0
1850,4346,0,0,0
1851,4348,0,0,0
1852,4350,0,0,0
1853,4352,0,0,0
1854,4354,0,0,0
1855,4356,0,0,0
1856,4358,0,0,0
1857,4360,0,0,0
1858,4362,0,0,0
1859,4364,0,0,0
1860,4366,0,0,0
1861,4368,0,0,0
1862,4370,0,0,0
1863,4372,0,0,0
1864,4374,0,0,0
1865,4376,0,0,0
1866,4378,0,0,0
1867,4380,0,0,0
1868,4382,0,0,0
1869,4384,0,0,0
1870,4386,0,0,0
1871,4388,0,0,0
1872,4390,0,0,0
1873,4392,0,0,0
1874,4394,0,0,0
1875,4396,0,0,0
1876,4398,0,0,0
1877,4400,0,0,0
1878,4402,0,0,0
1879,4404,0,0,0
1880,4406,0,0,0
1881,4408,0,0,0
1882,4410,0,0,0
1883,4412,0,0,0
1884,4414,0,0,0
1885,4416,0,0,0
1886,4418,0,0,0
1887,4420,0,0,0
1888,4422,0,0,0
1889,4424,0,0,0
1890,4426,0,0,0
1891,4428,0,0,0
1892,4430,0,0,0
1893,4432,0,0,0
1894,4434,0,0,0
1895,4436,0,0,0
1896,4438,0,0,0
1897,4440,0,0,0
1898,4442,0,0,0
1899,4444,0,0,0
1900,4446,0,0,0
1901,4446,0,0,0
1902,4449,0,0,0
1903,4452,0,0,0
1904,4455,0,0,0
1905,4458,0,0,0
1906,4461,0,0,0
1907,4464,0,0,0
1908,4467,0,0,0
1909,4470,0,0,0
1910,4473,0,0,0
1911,4476,0,0,0
1912,4479,0,0,0
1913,4482,0,0,0
1914,4485,0,0,0
1915,4488,0,0,0
1916,4491,0,0,0
1917,4494,0,0,0
1918,4497,0,0,0
1919,4500,0,0,0
1920,4503,0,0,0
1921,4506,0,0,0
1922,4509,0,0,0
1923,4512,0,0,0
1924,4515,0,0,0
1925,4518,0,0,0
1926,4521,0,0,0
1927,4524,0,0,0
1928,4527,0,0,0
1929,4530,0,0,0
1930,4533,0,0,0
1931,4536,0,0,0
1932,4539,0,0,0
1933,4542,0,0,0
1934,4545,0,0,0
1935,4548,0,0,0
1936,4551,0,0,0
1937,4554,0,0,0
1938,4557,0,0,0
1939,4560,0,0,0
1940,4563,0,0,0
1941,4566,0,0,0
1942,4569,0,0,0
1943,4572,0,0,0
1944,4575,0,0,0
1945,4578,0,0,0
1946,4581,0,0,0
1947,4584,0,0,0
1948,4587,0,0,0
1949,4590,0,0,0
1950,4593,0,0,0
1951,4595,0,0,0
1952,4597,0,0,0
1953,4599,0,0,0
1954,4601,0,0,0
1955,4603,0,0,0
1956,4605,0,0,0
1957,4607,0,0,0
1958,4609,0,0,0
1959,4611,0,0,0
1960,4613,0,0,0
1961,4615,0,0,0
1962,4617,0,0,0
1963,4619,0,0,0
1964,4621,0,0,0
1965,4623,0,0,0
1966,4625,0,0,0
1967,4627,0,0,0
1968,4629,0,0,0
1969,4631,0,0,0
1970,4633,0,0,0
1971,4635,0,0,0
1972,4637,0,0,0
1973,4639,0,0,0
1974,4641,0,0,0
1975,4643,0,0,0
1976,4645,0,0,0
1977,4647,0,0,0
1978,4649,0,0,0
1979,4651,0,0,0
1980,4653,0,0,0
1981,4655,0,0,0
1982,4657,0,0,0
1983,4659,0,0,0
1984,4661,0,0,0
1985,4663,0,0,0
1986,4665,0,0,0
1987,4667,0,0,0
1988,4669,0,0,0
1989,4671,0,0,0
1990,4673,0,0,0
1991,4675,0,0,0
1992,4677,0,0,0
1993,4679,0,0,0
1994,4681,0,0,0
1995,4683,0,0,0
1996,4685,0,0,0
1997,4687,0,0,0
1998,4689,0,0,0
1999,4691,0,0,0
2000,4693,0,0,0
2001,4693,0,0,0
2002,4696,0,0,0
2003,4699,0,0,0
2004,4702,0,0,0
2005,4705,0,0,0
2006,4708,0,0,0
2007,4711,0,0,0
2008,4714,0,0,0
2009,4717,0,0,0
2010,4720,0,0,0
2011,4723,0,0,0
2012,4726,0,0,0
2013,4729,0,0,0
2014,4732,0,0,0
2015,4735,0,0,0
2016,4738,0,0,0
2017,4741,0,0,0
2018,4744,0,0,0
2019,4747,0,0,0
2020,4750,0,0,0
2021,4753,0,0,0
2022,4756,0,0,0
2023,4759,0,0,0
2024,4762,0,0,0
2025,4765,0,0,0
2026,4768,0,0,0
2027,4771,0,0,0
2028,4774,0,0,0
2029,4777,0,0,0
2030,4780,0,0,0
2031,4783,0,0,0
2032,4786,0,0,0
2033,4789,0,0,0
2034,4792,0,0,0
2035,4795,0,0,0
2036,4798,0,0,0
2037,4801,0,0,0
2038,4804,0,0,0
2039,4807,0,0,0
2040,4810,0,0,0
2041,4813,0,0,0
2042,4816,0,0,0
2043,4819,0,0,0
2044,4822,0,0,0
2045,4825,0,0,0
2046,4828,0,0,0
2047,4831,0,0,0
2048,4834,0,0,0
2049,4837,0,0,0
2050,4840,0,0,0
2051,4842,0,0,0
2052,4844,0,0,0
2053,4846,0,0,0
2054,4848,0,0,0
2055,4850,0,0,0
2056,4852,0,0,0
2057,4854,0,0,0
2058,4856,0,0,0
2059,4858,0,0,0
2060,4860,0,0,0
2061,4862,0,0,0
2062,4864,0,0,0
2063,4866,0,0,0
2064,4868,0,0,0
2065,4870,0,0,0
2066,4872,0,0,0
2067,4874,0,0,0
2068,4876,0,0,0
2069,4878,0,0,0
2070,4880,0,0,0
2071,4882,0,0,0
2072,4884,0,0,0
2073,4886,0,0,0
2074,4888,0,0,0
2075,4890,0,0,0
2076,4892,0,0,0
2077,4894,0,0,0
2078,4896,0,0,0
2079,4898,0,0,0
2080,4900,0,0,0
2081,4902,0,0,0
2082,4904,0,0,0
2083,4906,0,0,0
2084,4908,0,0,0
2085,4910,0,0,0
2086,4912,0,0,0
2087,4914,0,0,0
2088,4916,0,0,0
2089,4918,0,0,0
2090,4920,0,0,0
2091,4922,0,0,0
2092,4924,0,0,0
2093,4926,0,0,0
2094,4928,0,0,0
2095,4930,0,0,0
2096,4932,0,0,0
2097,4934,0,0,0
2098,4936,0,0,0
2099,4938,0,0,0
2100,4940,0,0,0
2101,4940,0,0,0
2102,4943,0,0,0
2103,4946,0,0,0
2104,4949,0,0,0
2105,4952,0,0,0
2106,4955,0,0,0
2107,4958,0,0,0
2108,4961,0,0,0
2109,4964,0,0,0
2110,4967,0,0,0
2111,4970,0,0,0
2112,4973,0,0,0
2113,4976,0,0,0
2114,4979,0,0,0
2115,4982,0,0,0
2116,4985,0,0,0
2117,4988,0,0,0
2118,4991,0,0,0
2119,4994,0,0,0
2120,4997,0,0,0
2121,5000,0,0,0
2122,5003,0,0,0
2123,5006,0,0,0
2124,5009,0,0,0
2125,5012,0,0,0
2126,5015,0,0,0
2127,5018,0,0,0
2128,5021,0,0,0
2129,5024,0,0,0
2130,5027,0,0,0
2131,5030,0,0,0
2132,5033,0,0,0
2133,5036,0,0,0
2134,5039,0,0,0
2135,5042,0,0,0
2136,5045,0,0,0
2137,5048,0,0,0
2138,5051,0,0,0
2139,5054,0,0,0
2140,5057,0,0,0
2141,5060,0,0,0
2142,5063,0,0,0
2143,5066,0,0,0
2144,5069,0,0,0
2145,5072,0,0,0
2146,5075,0,0,0
2147,5078,0,0,0
2148,5081,0,0,0
2149,5084,0,0,0
2150,5087,0,0,0
2151,5089,0,0,0
2152,5091,0,0,0
2153,5093,0,0,0
2154,5095,0,0,0
2155,5097,0,0,0
2156,5099,0,0,0
2157,5101,0,0,0
2158,5103,0,0,0
2159,5105,0,0,0
2160,5107,0,0,0
2161,5109,0,0,0
2162,5111,0,0,0
2163,5113,0,0,0
2164,5115,0,0,0
2165,5117,0,0,0
2166,5119,0,0,0
2167,5121,0,0,0
2168,5123,0,0,0
2169,5125,0,0,0
2170,5127,0,0,0
2171,5129,0,0,0
2172,5131,0,0,0
2173,5133,0,0,0
2174,5135,0,0,0
2175,5137,0,0,0
2176,5139,0,0,0
2177,5141,0,0,0
2178,5143,0,0,0
2179,5145,0,0,0
2180,5147,0,0,0
2181,5149,0,0,0
2182,5151,0,0,0
2183,5153,0,0,0
2184,5155,0,0,0
2185,5157,0,0,0
2186,5159,0,0,0
2187,5161,0,0,0
2188,5163,0,0,0
2189,5165,0,0,0
2190,5167,0,0,0
2191,5169,0,0,0
2192,5171,0,0,0
2193,5173,0,0,0
2194,5175,0,0,0
2195,5177,0,0,0
2196,5179,0,0,0
2197,5181,0,0,0
2198,5183,0,0,0
2199,5185,0,0,0
2200,5187,0,0,0
2201,5187,0,0,0
2202,5190,0,0,0
2203,5193,0,0,0
2204,5196,0,0,0
2205,5199,0,0,0
2206,5202,0,0,0
2207,5205,0,0,0
2208,5208,0,0,0
2209,5211,0,0,0
2210,5214,0,0,0
2211,5217,0,0,0
2212,5220,0,0,0
2213,5223,0,0,0
2214,5226,0,0,0
2215,5229,0,0,0
2216,5232,0,0,0
2217,5235,0,0,0
2218,5238,0,0,0
2219,5241,0,0,0
2220,5244,0,0,0
2221,5247,0,0,0
2222,5250,0,0,0
2223,5253,0,0,0
2224,5256,0,0,0
2225,5259,0,0,0
2226,5262,0,0,0
2227,5265,0,0,0
2228,5268,0,0,0
2229,5271,0,0,0
2230,5274,0,0,0
2231,5277,0,0,0
2232,5280,0,0,0
2233,5283,0,0,0
2234,5286,0,0,0
2235,5289,0,0,0
2236,5292,0,0,0
2237,5295,0,0,0
2238,5298,0,0,0
2239,5301,0,0,0
2240,5304,0,0,0
2241,5307,0,0,0
2242,5310,0,0,0
2243,5313,0,0,0
2244,5316,0,0,0
2245,5319,0,0,0
2246,5322,0,0,0
2247,5325,0,0,0
2248,5328,0,0,0
2249,5331,0,0,0
2250,5334,0,0,0
2251,5336,0,0,0
2252,5338,0,0,0
2253,5340,0,0,0
2254,5342,0,0,0
2255,5344,0,0,0
2256,5346,0,0,0
2257,5348,0,0,0
2258,5350,0,0,0
2259,5352,0,0,0
2260,5354,0,0,0
2261,5356,0,0,0
2262,5358,0,0,0
2263,5360,0,0,0
2264,5362,0,0,0
2265,5364,0,0,0
2266,5366,0,0,0
2267,5368,0,0,0
2268,5370,0,0,0
2269,5372,0,0,0
2270,5374,0,0,0
2271,5376,0,0,0
2272,5378,0,0,0
2273,5380,0,0,0
2274,5382,0,0,0
2275,5384,0,0,0
2276,5386,0,0,0
2277,5388,0,0,0
2278,5390,0,0,0
2279,5392,0,0,0
2280,5394,0,0,0
2281,5396,0,0,0
2282,5398,0,0,0
2283,5400,0,0,0
2284,5402,0,0,0
2285,5404,0,0,0
2286,5406,0,0,0
2287,5408,0,0,0
2288,5410,0,0,0
2289,5412,0,0,0
2290,5414,0,0,0
2291,5416,0,0,0
2292,5418,0,0,0
2293,5420,0,0,0
2294,5422,0,0,0
2295,5424,0,0,0
2296,5426,0,0,0
2297,5428,0,0,0
2298,5430,0,0,0
2299,5432,0,0,0
2300,5434,0,0,0
2301,5434,0,0,0
2302,5437,0,0,0
2303,5440,0,0,0
2304,5443,0,0,0
2305,5446,0,0,0
2306,5449,0,0,0
2307,5452,0,0,0
2308,5455,0,0,0
2309,5458,0,0,0
2310,5461,0,0,0
2311,5464,0,0,0
2312,5467,0,0,0
2313,5470,0,0,0
2314,5473,0,0,0
2315,5476,0,0,0
2316,5479,0,0,0
2317,5482,0,0,0
2318,5485,0,0,0
2319,5488,0,0,0
2320,5491,0,0,0
2321,5494,0,0,0
2322,5497,0,0,0
2323,5500,0,0,0
2324,5503,0,0,0
2325,5506,0,0,0
2326,5509,0,0,0
2327,5512,0,0,0
2328,5515,0,0,0
2329,5518,0,0,0
2330,5521,0,0,0
2331,5524,0,0,0
2332,5527,0,0,0
2333,5530,0,0,0
2334,5533,0,0,0
2335,5536,0,0,0
2336,5539,0,0,0
2337,5542,0,0,0
2338,5545,0,0,0
2339,5548,0,0,0
2340,5551,0,0,0
2341,5554,0,0,0
2342,5557,0,0,0
2343,5560,0,0,0
2344,5563,0,0,0
2345,5566,0,0,0
2346,5569,0,0,0
2347,5572,0,0,0
2348,5575,0,0,0
2349,5578,0,0,0
2350,5581,0,0,0
2351,5583,0,0,0
2352,5585,0,0,0
2353,5587,0,0,0
2354,5589,0,0,0
2355,5591,0,0,0
2356,5593,0,0,0
2357,5595,0,0,0
2358,5597,0,0,0
2359,5599,0,0,0
2360,5601,0,0,0
2361,5603,0,0,0
2362,5605,0,0,0
2363,5607,0,0,0
2364,5609,0,0,0
2365,5611,0,0,0
2366,5613,0,0,0
2367,5615,0,0,0
2368,5617,0,0,0
2369,5619,0,0,0
2370,5621,0,0,0
2371,5623,0,0,0
2372,5625,0,0,0
2373,5627,0,0,0
2374,5629,0,0,0
2375,5631,0,0,0
2376,5633,0,0,0
2377,5635,0,0,0
2378,5637,0,0,0
2379,5639,0,0,0
2380,5641,0,0,0
2381,5643,0,0,0
2382,5645,0,0,0
2383,5647,0,0,0
2384,5649,0,0,0
2385,5651,0,0,0
2386,5653,0,0,0
2387,5655,0,0,0
2388,5657,0,0,0
2389,5659,0,0,0
2390,5661,0,0,0
2391,5663,0,0,0
2392,5665,0,0,0
2393,5667,0,0,0
2394,5669,0,0,0
2395,5671,0,0,0
2396,5673,0,0,0
2397,5675,0,0,0
2398,5677,0,0,0
2399,5679,0,0,0
2400,5681,0,0,0
2401,5681,0,0,0
2402,5684,0,0,0
2403,5687,0,0,0
2404,5690,0,0,0
2405,5693,0,0,0
2406,5696,0,0,0
2407,5699,0,0,0
2408,5702,0,0,0
2409,5705,0,0,0
2410,5708,0,0,0
2411,5711,0,0,0
2412,5714,0,0,0
2413,5717,0,0,0
2414,5720,0,0,0
2415,5723,0,0,0
2416,5726,0,0,0
2417,5729,0,0,0
2418,5732,0,0,0
2419,5735,0,0,0
2420,5738,0,0,0
2421,5741,0,0,0
2422,5744,0,0,0
2423,5747,0,0,0
2424,5750,0,0,0
2425,5753,0,0,0
2426,5756,0,0,0
2427,5759,0,0,0
2428,5762,0,0,0
2429,5765,0,0,0
2430,5768,0,0,0
2431,5771,0,0,0
2432,5774,0,0,0
2433,5777,0,0,0
2434,5780,0,0,0
2435,5783,0,0,0
2436,5786,0,0,0
2437,5789,0,0,0
2438,5792,0,0,0
2439,5795,0,0,0
2440,5798,0,0,0
2441,5801,0,0,0
2442,5804,0,0,0
2443,5807,0,0,0
2444,5810,0,0,0
2445,5813,0,0,0
2446,5816,0,0,0
2447,5819,0,0,0
2448,5822,0,0,0
2449,5825,0,0,0
2450,5828,0,0,0
2451,5830,0,0,0
2452,5832,0,0,0
2453,5834,0,0,0
2454,5836,0,0,0
2455,5838,0,0,0
2456,5840,0,0,0
2457,5842,0,0,0
2458,5844,0,0,0
2459,5846,0,0,0
2460,5848,0,0,0
2461,5850,0,0,0
2462,5852,0,0,0
2463,5854,0,0,0
2464,5856,0,0,0
2465,5858,0,0,0
2466,5860,0,0,0
2467,5862,0,0,0
2468,5864,0,0,0
2469,5866,0,0,0
2470,5868,0,0,0
2471,5870,0,0,0
2472,5872,0,0,0
2473,5874,0,0,0
2474,5876,0,0,0
2475,5878,0,0,0
2476,5880,0,0,0
2477,5882,0,0,0
2478,5884,0,0,0
2479,5886,0,0,0
2480,5888,0,0,0
2481,5890,0,0,0
2482,5892,0,0,0
2483,5894,0,0,0
2484,5896,0,0,0
2485,5898,0,0,0
2486,5900,0,0,0
2487,5902,0,0,0
2488,5904,0,0,0
2489,5906,0,0,0
2490,5908,0,0,0
2491,5910,0,0,0
2492,5912,0,0,0
2493,5914,0,0,0
2494,5916,0,0,0
2495,5918,0,0,0
2496,5920,0,0,0
2497,5922,0,0,0
2498,5924,0,0,0
2499,5926,0,0,0
2500,5928,0,0,0
2501,5928,0,0,0
2502,5931,0,0,0
2503,5934,0,0,0
2504,5937,0,0,0
2505,5940,0,0,0
2506,5943,0,0,0
2507,5946,0,0,0
2508,5949,0,0,0
2509,5952,0,0,0
2510,5955,0,0,0
2511,5958,0,0,0
2512,5961,0,0,0
2513,5964,0,0,0
2514,5967,0,0,0
2515,5970,0,0,0
2516,5973,0,0,0
2517,5976,0,0,0
2518,5979,0,0,0
2519,5982,0,0,0
2520,5985,0,0,0
2521,5988,0,0,0
2522,5991,0,0,0
2523,5994,0,0,0
2524,5997,0,0,0
2525,6000,0,0,0
2526,6003,0,0,0
2527,6006,0,0,0
2528,6009,0,0,0
2529,6012,0,0,0
2530,6015,0,0,0
2531,6018,0,0,0
2532,6021,0,0,0
2533,6024,0,0,0
2534,6027,0,0,0
2535,6030,0,0,0
2536,6033,0,0,0
2537,6036,0,0,0
2538,6039,0,0,0
2539,6042,0,0,0
2540,6045,0,0,0
2541,6048,0,0,0
2542,6051,0,0,0
